essentiality	group_size	avg_s	asd_s	avg_p	asd_p	avg_porp	asd_porp	avg_cord	asd_cord	sd_avg_s	sd_asd_s	sd_avg_p	sd_asd_p	sd_avg_porp	sd_asd_porp	sd_avg_cord	sd_asd_cord
0.500000	34	0.000448	0.003672	0.003497	0.009788	0.004984	0.019901	0.000448	0.003701	0.000762	0.005354	0.005115	0.010860	0.005841	0.015024	0.000762	0.005395
0.526316	34	0.000421	0.003201	0.036682	0.016390	0.038894	0.040444	0.000421	0.003246	0.000722	0.004936	0.019214	0.011346	0.019150	0.012520	0.000723	0.004969
0.552632	34	0.000393	0.003359	0.092635	0.020251	0.093476	0.056531	0.000393	0.003386	0.000735	0.005396	0.031351	0.013476	0.030949	0.009179	0.000736	0.005432
0.578947	34	0.001015	0.003720	0.122875	0.019238	0.131656	0.063741	0.001014	0.003904	0.002163	0.005589	0.038119	0.012833	0.021184	0.007030	0.002163	0.005631
0.605263	34	0.000757	0.003793	0.160920	0.018069	0.165046	0.068233	0.000757	0.003922	0.001413	0.005786	0.033015	0.012861	0.025342	0.006615	0.001414	0.005818
0.631579	34	0.003138	0.004201	0.181268	0.017140	0.199745	0.072153	0.003138	0.004597	0.008449	0.006143	0.067060	0.013662	0.025150	0.006908	0.008450	0.006381
0.657895	34	0.005766	0.004855	0.180241	0.018842	0.229261	0.074307	0.005764	0.005800	0.009511	0.006414	0.090424	0.014493	0.023756	0.007089	0.009508	0.006528
0.684211	34	0.011729	0.005432	0.166117	0.017616	0.266285	0.074341	0.011729	0.007191	0.013941	0.006669	0.119680	0.014928	0.025899	0.008850	0.013945	0.006740
0.710526	34	0.005607	0.005432	0.256536	0.019678	0.300925	0.077872	0.005609	0.006479	0.006878	0.006743	0.071652	0.014078	0.021779	0.006637	0.006881	0.006613
0.736842	34	0.005177	0.005851	0.276644	0.017327	0.317308	0.079625	0.005178	0.006619	0.008981	0.007318	0.089084	0.011893	0.021759	0.007501	0.008983	0.007336
0.763158	34	0.011426	0.006229	0.247128	0.016904	0.342518	0.076158	0.011429	0.007856	0.013879	0.007663	0.129199	0.014198	0.018426	0.010085	0.013885	0.007590
0.789474	34	0.013223	0.007468	0.267284	0.024659	0.361161	0.076217	0.013223	0.009131	0.014228	0.008296	0.111102	0.023238	0.017855	0.010446	0.014229	0.008063
0.815789	34	0.009979	0.006876	0.320927	0.020284	0.380164	0.077896	0.009978	0.008211	0.011793	0.007758	0.087885	0.016784	0.018853	0.009440	0.011796	0.007660
0.842105	34	0.015644	0.007130	0.308930	0.020260	0.399165	0.074191	0.015647	0.009223	0.014574	0.007629	0.110738	0.017905	0.014292	0.011219	0.014578	0.007237
0.868421	34	0.010275	0.007370	0.374333	0.018055	0.421425	0.079008	0.010275	0.008564	0.014692	0.008280	0.095500	0.015959	0.017361	0.011513	0.014694	0.008269
0.894737	34	0.008126	0.009008	0.412916	0.017234	0.433090	0.080835	0.008127	0.009879	0.010944	0.009389	0.044772	0.013204	0.014908	0.009543	0.010946	0.009291
0.921053	34	0.005976	0.009278	0.452485	0.014418	0.457696	0.082663	0.005976	0.009799	0.008733	0.009647	0.026056	0.010764	0.017014	0.007781	0.008735	0.009686
0.947368	34	0.009496	0.008757	0.458658	0.017752	0.468583	0.078800	0.009498	0.009925	0.008728	0.008759	0.028687	0.013018	0.018416	0.008289	0.008729	0.008463
0.973684	34	0.007574	0.009375	0.481658	0.015445	0.482396	0.080593	0.007575	0.010174	0.007623	0.009024	0.023162	0.011845	0.015478	0.007698	0.007630	0.008869
1.000000	34	0.016167	0.010969	0.506324	0.019917	0.501309	0.074572	0.016167	0.012455	0.013055	0.009060	0.028268	0.014989	0.018094	0.010027	0.013059	0.008731
