essentiality	group_size	avg_s	asd_s	avg_p	asd_p	avg_porp	asd_porp	avg_cord	asd_cord	sd_avg_s	sd_asd_s	sd_avg_p	sd_asd_p	sd_avg_porp	sd_asd_porp	sd_avg_cord	sd_asd_cord
0.5	4	0.0020558	0.0120376	0.0019744	0.010225	0.0039074	0.032594	0.0020538	0.0206232	0.001033	0.0039336	0.000937	0.0031216	0.0013584	0.0061404	0.0010554	0.006155
0.526316	4	0.0020952	0.0123078	0.0020336	0.011438	0.0039906	0.0331834	0.0021014	0.0208326	0.0010994	0.00401	0.0009318	0.0033662	0.0013438	0.0060332	0.0011372	0.0064334
0.552632	4	0.003901	0.0159356	0.0037662	0.0140134	0.007528	0.0447304	0.0038986	0.0281154	0.0022414	0.0052792	0.0022128	0.0040202	0.0034102	0.0103484	0.002282	0.0091952
0.578947	4	0.0101276	0.0245584	0.0077708	0.018614	0.017848	0.068618	0.0101222	0.0447472	0.0061742	0.0081158	0.0027172	0.0044984	0.00644	0.012085	0.0062228	0.0149418
0.605263	4	0.1142988	0.0446892	0.0036266	0.0156376	0.1036816	0.1441038	0.1143242	0.1358946	0.0170934	0.0094606	0.0025732	0.0058764	0.0121386	0.005904	0.017164	0.0094658
0.631579	4	0.2426852	0.053503	0.001282	0.0104718	0.182866	0.1675662	0.2426876	0.1819532	0.0215526	0.0137218	0.000754	0.0039672	0.0108782	0.0022802	0.0216538	0.0077272
0.657895	4	0.9984594	0.0103022	0.1671372	0.0648552	0.2510308	0.0185822	0.9984562	0.0177542	0.0007866	0.0034574	0.0382826	0.0096162	0.0007944	0.0044514	0.0008236	0.0055064
0.684211	4	0.9984032	0.0106108	0.1979124	0.07709	0.2513562	0.0191872	0.9984028	0.0180534	0.000892	0.0036332	0.0290316	0.0121636	0.0007428	0.0048138	0.0009142	0.0060122
0.710526	4	0.9981142	0.012178	0.1445376	0.0646616	0.2513054	0.019312	0.9981138	0.020007	0.000968	0.0041632	0.0193526	0.0147514	0.0007394	0.0049046	0.0009986	0.0063328
0.736842	4	0.9971238	0.014497	0.1765554	0.0721458	0.2523064	0.0241958	0.9971282	0.024518	0.0015334	0.0046926	0.0353642	0.0118544	0.0012322	0.006294	0.0015632	0.0074142
0.763158	4	0.9950128	0.0194712	0.1503272	0.064843	0.2537402	0.0303304	0.9950174	0.03268	0.0022122	0.0054798	0.0684004	0.0131034	0.0017544	0.0068936	0.0022564	0.008395
0.789474	4	0.9874302	0.0291848	0.1746832	0.0608866	0.260768	0.0496066	0.987419	0.0509534	0.0055638	0.0086518	0.0328554	0.0119162	0.0045088	0.0103002	0.0056168	0.0128244
0.815789	4	0.9866456	0.0290922	0.4972376	0.0726112	0.4975618	0.0255576	0.9866336	0.0504724	0.0067534	0.0088472	0.036391	0.0145852	0.0024436	0.0099502	0.0067832	0.0142374
0.842105	4	0.9902402	0.0228938	0.4920496	0.0596954	0.4987166	0.0198692	0.9902532	0.0430304	0.0042298	0.007439	0.0352992	0.0117032	0.0010604	0.0061926	0.0042714	0.0110044
0.868421	4	0.9942904	0.0180206	0.5005574	0.0704698	0.4994928	0.0150702	0.9942922	0.0325698	0.0032332	0.006601	0.0507852	0.019369	0.0007386	0.0049474	0.003275	0.0109806
0.894737	4	0.9927228	0.0196984	0.4664632	0.0706188	0.4992994	0.0163582	0.9927246	0.037791	0.0034958	0.0062228	0.0578224	0.0228084	0.0007874	0.0046892	0.0035376	0.0099354
0.921053	4	0.9937996	0.0184616	0.5296168	0.077499	0.4998632	0.014468	0.9938054	0.0346	0.002729	0.0053714	0.0305808	0.0227018	0.0004948	0.0038348	0.0027686	0.008529
0.947368	4	0.9942692	0.018555	0.4700798	0.0774398	0.4995926	0.0146674	0.9942758	0.0337572	0.0025272	0.0048534	0.0589772	0.024526	0.0005644	0.0035546	0.002555	0.0082276
0.973684	4	0.9950544	0.016715	0.4972964	0.0708594	0.4999146	0.0129648	0.9950514	0.0313892	0.0023624	0.004575	0.0438738	0.0138436	0.0005152	0.003545	0.0023944	0.0081452
1	4	0.995564	0.0157672	0.5018104	0.0787198	0.5000092	0.012343	0.9955714	0.0295636	0.0020424	0.0047024	0.0317012	0.0161668	0.0003736	0.0033772	0.0020762	0.0078982
