essentiality	group_size	avg_s	asd_s	avg_p	asd_p	avg_porp	asd_porp	avg_cord	asd_cord	sd_avg_s	sd_asd_s	sd_avg_p	sd_asd_p	sd_avg_porp	sd_asd_porp	sd_avg_cord	sd_asd_cord
0.500000	20	0.000612	0.004976	0.005223	0.012025	0.007236	0.026234	0.000613	0.005122	0.000835	0.005374	0.007034	0.008996	0.007479	0.013577	0.000838	0.005494
0.526316	20	0.000742	0.004846	0.025993	0.020342	0.029016	0.045467	0.000742	0.005058	0.001028	0.005180	0.021535	0.011814	0.020753	0.015139	0.001029	0.005315
0.552632	20	0.001046	0.004383	0.070893	0.021652	0.075431	0.065114	0.001047	0.004659	0.002279	0.004732	0.028190	0.011651	0.025554	0.010206	0.002282	0.005016
0.578947	20	0.000484	0.004470	0.118325	0.022204	0.119475	0.077665	0.000484	0.004591	0.000646	0.004947	0.024633	0.010727	0.024579	0.007927	0.000648	0.005054
0.605263	20	0.004303	0.005868	0.137585	0.020832	0.155382	0.084964	0.004305	0.006764	0.011265	0.006126	0.050402	0.012767	0.016628	0.006699	0.011274	0.007098
0.631579	20	0.009508	0.006570	0.155278	0.019453	0.193493	0.089946	0.009510	0.008395	0.019083	0.006929	0.083765	0.011063	0.024850	0.007754	0.019089	0.008576
0.657895	20	0.038234	0.011783	0.094032	0.013703	0.225226	0.087151	0.038235	0.017212	0.033548	0.010248	0.119206	0.011285	0.019015	0.010430	0.033552	0.011973
0.684211	20	0.026199	0.009502	0.131207	0.020100	0.256518	0.091368	0.026200	0.014636	0.025985	0.008332	0.095381	0.012394	0.016871	0.008037	0.025991	0.009046
0.710526	20	0.024308	0.009074	0.145805	0.021553	0.287089	0.092216	0.024306	0.014787	0.016693	0.008113	0.101164	0.012615	0.017476	0.007838	0.016697	0.007602
0.736842	20	0.024111	0.010360	0.194924	0.021177	0.322551	0.094865	0.024106	0.015161	0.022163	0.009295	0.127090	0.011755	0.013512	0.011076	0.022163	0.009431
0.763158	20	0.039987	0.012236	0.160309	0.026609	0.347557	0.087296	0.039994	0.019757	0.015290	0.010222	0.080439	0.013800	0.019365	0.006494	0.015303	0.008133
0.789474	20	0.049547	0.013576	0.157785	0.034391	0.371443	0.084443	0.049541	0.021849	0.019333	0.011183	0.095832	0.019095	0.019808	0.008144	0.019340	0.008755
0.815789	20	0.056183	0.013294	0.170601	0.033916	0.392316	0.080930	0.056182	0.022472	0.015544	0.010513	0.093509	0.021019	0.012770	0.006382	0.015562	0.007768
0.842105	20	0.062931	0.018485	0.203295	0.034098	0.406127	0.078824	0.062924	0.026628	0.019801	0.013188	0.091205	0.021387	0.015790	0.006325	0.019806	0.010570
0.868421	20	0.078328	0.016483	0.199925	0.038704	0.422364	0.074161	0.078330	0.026475	0.025990	0.010654	0.099510	0.021248	0.009872	0.008026	0.026003	0.007864
0.894737	20	0.077213	0.018233	0.308563	0.046391	0.440727	0.074081	0.077225	0.027647	0.021539	0.011968	0.090964	0.027838	0.014010	0.006802	0.021564	0.009060
0.921053	20	0.080643	0.020109	0.377294	0.036553	0.454053	0.073002	0.080638	0.029202	0.023605	0.012950	0.058878	0.020422	0.012001	0.006979	0.023614	0.009992
0.947368	20	0.077953	0.022364	0.427201	0.034037	0.464481	0.074467	0.077954	0.030546	0.027009	0.013899	0.035359	0.018129	0.009515	0.008173	0.027021	0.011494
0.973684	20	0.070470	0.018344	0.451760	0.031513	0.476288	0.075910	0.070473	0.027083	0.017778	0.011497	0.041615	0.017988	0.016351	0.005698	0.017795	0.008721
1.000000	20	0.057209	0.017946	0.500820	0.031052	0.498675	0.080682	0.057202	0.025512	0.014339	0.011167	0.026989	0.016034	0.014052	0.004986	0.014351	0.008834
