essentiality	group_size	avg_s	asd_s	avg_p	asd_p	avg_porp	asd_porp	avg_cord	asd_cord	sd_avg_s	sd_asd_s	sd_avg_p	sd_asd_p	sd_avg_porp	sd_asd_porp	sd_avg_cord	sd_asd_cord
0.500000	26	0.000585	0.003979	0.007589	0.011447	0.010281	0.025898	0.000584	0.004137	0.000853	0.005210	0.010570	0.008850	0.011505	0.014317	0.000854	0.005240
0.526316	26	0.000462	0.003868	0.027818	0.016426	0.029592	0.040346	0.000463	0.003938	0.000736	0.005118	0.019709	0.010748	0.019349	0.013623	0.000738	0.005190
0.552632	26	0.000564	0.003738	0.077860	0.023521	0.080692	0.061046	0.000564	0.003903	0.000864	0.004981	0.025501	0.011538	0.023837	0.008797	0.000866	0.005020
0.578947	26	0.000471	0.003808	0.129677	0.022586	0.130938	0.072133	0.000471	0.003897	0.000688	0.004955	0.021678	0.012982	0.021717	0.007084	0.000689	0.005001
0.605263	26	0.002804	0.004838	0.140970	0.017917	0.156201	0.075493	0.002805	0.005351	0.006930	0.006025	0.051300	0.012538	0.017002	0.006742	0.006933	0.006381
0.631579	26	0.008383	0.005773	0.149416	0.016799	0.196402	0.080133	0.008384	0.007205	0.014186	0.006617	0.085325	0.013198	0.018946	0.007890	0.014190	0.007252
0.657895	26	0.005197	0.005281	0.189229	0.019657	0.231406	0.084419	0.005198	0.006449	0.009093	0.006362	0.085847	0.012911	0.020150	0.006308	0.009096	0.006642
0.684211	26	0.014189	0.007054	0.174555	0.017586	0.261774	0.083961	0.014191	0.009247	0.019763	0.007469	0.111548	0.012480	0.022912	0.008011	0.019768	0.008134
0.710526	26	0.017726	0.008134	0.177067	0.019773	0.286149	0.083747	0.017726	0.011131	0.017663	0.008034	0.108153	0.012344	0.020927	0.008337	0.017670	0.007869
0.736842	26	0.020084	0.007759	0.173208	0.024086	0.313295	0.082134	0.020085	0.011635	0.012309	0.007673	0.101848	0.015503	0.017037	0.008189	0.012316	0.006685
0.763158	26	0.022058	0.009888	0.211009	0.025174	0.345364	0.083000	0.022058	0.013113	0.018649	0.009086	0.119975	0.017909	0.018204	0.010688	0.018652	0.008775
0.789474	26	0.028578	0.010171	0.208386	0.025656	0.365755	0.079576	0.028583	0.014380	0.017223	0.009430	0.107246	0.017322	0.018043	0.010314	0.017231	0.008495
0.815789	26	0.023432	0.009523	0.271015	0.027341	0.384147	0.082183	0.023429	0.013063	0.016749	0.008606	0.106187	0.017498	0.015929	0.010458	0.016757	0.008134
0.842105	26	0.035020	0.012067	0.274262	0.028417	0.410923	0.076581	0.035021	0.016531	0.020770	0.010232	0.105185	0.022168	0.015292	0.011948	0.020777	0.009138
0.868421	26	0.029060	0.011840	0.339891	0.024890	0.426455	0.078280	0.029060	0.015723	0.015300	0.009875	0.072245	0.017018	0.013823	0.009692	0.015308	0.008767
0.894737	26	0.031526	0.014571	0.363290	0.028929	0.439666	0.079816	0.031527	0.018035	0.024307	0.011791	0.096851	0.024090	0.015329	0.013929	0.024321	0.010897
0.921053	26	0.036076	0.014492	0.403992	0.027238	0.454138	0.076088	0.036074	0.018431	0.021169	0.010594	0.050337	0.019346	0.015322	0.011868	0.021177	0.009377
0.947368	26	0.031288	0.014637	0.460955	0.028582	0.477402	0.078119	0.031288	0.018268	0.014867	0.010731	0.033925	0.018814	0.016260	0.009193	0.014871	0.009391
0.973684	26	0.037852	0.015067	0.470076	0.023949	0.482596	0.073932	0.037855	0.019192	0.012165	0.010155	0.032425	0.014647	0.013559	0.006151	0.012179	0.008508
1.000000	26	0.038193	0.013354	0.519984	0.027996	0.507130	0.073351	0.038191	0.017972	0.010419	0.009459	0.036039	0.017846	0.017649	0.005712	0.010428	0.007604
