essentiality	group_size	avg_s	asd_s	avg_p	asd_p	avg_porp	asd_porp	avg_cord	asd_cord	sd_avg_s	sd_asd_s	sd_avg_p	sd_asd_p	sd_avg_porp	sd_asd_porp	sd_avg_cord	sd_asd_cord
0.500000	38	0.000361	0.003119	0.009192	0.010030	0.010275	0.021660	0.000361	0.003131	0.000678	0.005112	0.015110	0.010455	0.015195	0.015669	0.000679	0.005138
0.526316	38	0.000754	0.003434	0.016749	0.017195	0.021970	0.032574	0.000754	0.003589	0.001226	0.005366	0.020551	0.016003	0.021169	0.018643	0.001227	0.005359
0.552632	38	0.000399	0.002834	0.088820	0.018162	0.090728	0.053001	0.000399	0.002884	0.000733	0.004671	0.024187	0.013359	0.023947	0.009083	0.000734	0.004698
0.578947	38	0.000442	0.003429	0.122152	0.017659	0.123246	0.059270	0.000441	0.003452	0.000804	0.005449	0.034164	0.013538	0.033404	0.009215	0.000804	0.005473
0.605263	38	0.000504	0.003120	0.161577	0.018491	0.163800	0.064786	0.000504	0.003223	0.000806	0.004910	0.025724	0.015704	0.024960	0.007295	0.000807	0.004907
0.631579	38	0.004245	0.004178	0.155713	0.016630	0.192264	0.067534	0.004246	0.004754	0.008306	0.006201	0.077733	0.013681	0.027026	0.007804	0.008308	0.006361
0.657895	38	0.005187	0.004645	0.184033	0.014476	0.226752	0.069618	0.005187	0.005304	0.010253	0.006784	0.088993	0.012372	0.024854	0.006921	0.010253	0.006922
0.684211	38	0.007644	0.004733	0.196163	0.018170	0.262795	0.072071	0.007646	0.005807	0.011496	0.006323	0.104946	0.014089	0.026407	0.007564	0.011502	0.006405
0.710526	38	0.007045	0.004643	0.243111	0.015823	0.295466	0.074205	0.007046	0.005537	0.014008	0.006501	0.127453	0.012769	0.027200	0.008364	0.014009	0.006671
0.736842	38	0.006115	0.004957	0.259200	0.018194	0.317301	0.074779	0.006116	0.005863	0.009201	0.006687	0.105132	0.015232	0.022821	0.008257	0.009202	0.006678
0.763158	38	0.010360	0.005480	0.247664	0.016828	0.342829	0.072378	0.010359	0.006947	0.012103	0.007218	0.123634	0.012468	0.014932	0.009796	0.012105	0.007061
0.789474	38	0.005685	0.005072	0.315565	0.016572	0.360737	0.076321	0.005684	0.005825	0.010534	0.006932	0.104749	0.013933	0.023005	0.008668	0.010532	0.006995
0.815789	38	0.006074	0.005619	0.343017	0.016713	0.379644	0.076851	0.006075	0.006305	0.012081	0.007131	0.086183	0.013331	0.022674	0.009486	0.012081	0.007226
0.842105	38	0.007257	0.006128	0.355519	0.016625	0.397051	0.076613	0.007257	0.006854	0.014031	0.007508	0.100021	0.017799	0.018946	0.009742	0.014034	0.007619
0.868421	38	0.001419	0.006332	0.421872	0.013810	0.420751	0.081280	0.001419	0.006395	0.002314	0.008324	0.025179	0.011317	0.024442	0.004516	0.002314	0.008379
0.894737	38	0.005870	0.007062	0.433538	0.014742	0.447301	0.078304	0.005869	0.007528	0.012355	0.008234	0.054573	0.012697	0.022854	0.009618	0.012354	0.008351
0.921053	38	0.003978	0.007448	0.456671	0.013431	0.457955	0.079060	0.003976	0.007766	0.005664	0.008009	0.016247	0.010453	0.015886	0.006200	0.005663	0.008048
0.947368	38	0.004227	0.007877	0.471508	0.013054	0.471534	0.079292	0.004228	0.008124	0.006969	0.008520	0.015656	0.010950	0.013237	0.006606	0.006972	0.008647
0.973684	38	0.007655	0.007377	0.474481	0.015665	0.479412	0.075556	0.007650	0.008272	0.007972	0.007939	0.027891	0.013630	0.019347	0.008679	0.007968	0.007724
1.000000	38	0.004194	0.007095	0.508786	0.011337	0.505767	0.078927	0.004193	0.007448	0.007287	0.008045	0.012972	0.009818	0.012137	0.007208	0.007286	0.008114
