essentiality	group_size	avg_s	asd_s	avg_p	asd_p	avg_porp	asd_porp	avg_cord	asd_cord	sd_avg_s	sd_asd_s	sd_avg_p	sd_asd_p	sd_avg_porp	sd_asd_porp	sd_avg_cord	sd_asd_cord
0.500000	16	0.000702	0.005530	0.003630	0.012232	0.005730	0.025851	0.000701	0.005835	0.000827	0.005180	0.003990	0.008657	0.004890	0.012414	0.000831	0.005356
0.526316	16	0.000833	0.005819	0.019067	0.017875	0.021984	0.042604	0.000833	0.006172	0.001048	0.005355	0.016506	0.010689	0.017493	0.017017	0.001052	0.005552
0.552632	16	0.001146	0.005208	0.063877	0.021990	0.069481	0.069563	0.001146	0.005770	0.001700	0.004600	0.024157	0.010712	0.022439	0.010867	0.001702	0.004918
0.578947	16	0.002779	0.005611	0.102969	0.022540	0.113923	0.084091	0.002777	0.006502	0.006790	0.005420	0.037015	0.010604	0.017724	0.006844	0.006784	0.006524
0.605263	16	0.009472	0.007051	0.105177	0.020470	0.145505	0.090923	0.009472	0.009975	0.015135	0.006166	0.061892	0.012497	0.017517	0.007051	0.015137	0.008338
0.631579	16	0.019794	0.009751	0.130379	0.017632	0.193006	0.097298	0.019794	0.013898	0.029129	0.009448	0.090551	0.011203	0.014402	0.008285	0.029133	0.012604
0.657895	16	0.048479	0.012130	0.058957	0.015456	0.220725	0.094030	0.048472	0.022462	0.032681	0.009579	0.086088	0.011740	0.013100	0.008427	0.032693	0.010996
0.684211	16	0.033360	0.012047	0.146669	0.020977	0.252307	0.101344	0.033365	0.019302	0.039207	0.009499	0.100873	0.013071	0.014885	0.010033	0.039211	0.011585
0.710526	16	0.057538	0.014424	0.081003	0.018640	0.284582	0.096790	0.057541	0.025635	0.037293	0.010816	0.087969	0.011264	0.022529	0.008717	0.037300	0.010744
0.736842	16	0.050356	0.012930	0.113781	0.028851	0.326028	0.096643	0.050355	0.024756	0.011460	0.009502	0.047420	0.014011	0.017141	0.005102	0.011481	0.006678
0.763158	16	0.055571	0.016620	0.135140	0.029918	0.348485	0.095247	0.055570	0.028051	0.011765	0.013003	0.070117	0.015167	0.013696	0.004966	0.011791	0.009665
0.789474	16	0.072892	0.017991	0.111958	0.031336	0.374810	0.089472	0.072896	0.030930	0.013026	0.012008	0.061059	0.015978	0.010132	0.004632	0.013059	0.008512
0.815789	16	0.092851	0.022735	0.080914	0.033652	0.391858	0.084091	0.092848	0.036171	0.014356	0.013641	0.048772	0.020911	0.013594	0.004364	0.014382	0.009839
0.842105	16	0.107505	0.025409	0.146934	0.039221	0.413680	0.080857	0.107507	0.039259	0.027520	0.015246	0.065554	0.021554	0.010325	0.006199	0.027549	0.011030
0.868421	16	0.113783	0.022604	0.178882	0.044638	0.424118	0.078539	0.113782	0.037515	0.025384	0.011432	0.070563	0.022492	0.008292	0.005524	0.025404	0.008321
0.894737	16	0.113902	0.030246	0.308889	0.047922	0.441732	0.079086	0.113900	0.042890	0.028231	0.015893	0.065277	0.020301	0.010985	0.006232	0.028251	0.012379
0.921053	16	0.127438	0.028707	0.392094	0.041384	0.457352	0.075237	0.127426	0.042689	0.025126	0.014008	0.050262	0.021350	0.007759	0.005078	0.025142	0.010514
0.947368	16	0.140072	0.028296	0.416984	0.033022	0.460853	0.072740	0.140064	0.043560	0.027743	0.014807	0.036545	0.019310	0.005974	0.005063	0.027779	0.010874
0.973684	16	0.114648	0.031693	0.446181	0.041610	0.472642	0.079298	0.114665	0.043960	0.024975	0.015850	0.039872	0.020796	0.013876	0.005647	0.025000	0.012667
1.000000	16	0.113767	0.028156	0.504175	0.036438	0.506152	0.079940	0.113777	0.041649	0.023295	0.016788	0.046446	0.019739	0.023059	0.004679	0.023337	0.013013
