essentiality	group_size	avg_s	asd_s	avg_p	asd_p	avg_porp	asd_porp	avg_cord	asd_cord	sd_avg_s	sd_asd_s	sd_avg_p	sd_asd_p	sd_avg_porp	sd_asd_porp	sd_avg_cord	sd_asd_cord
0.500000	32	0.000485	0.003797	0.005740	0.011196	0.007516	0.022584	0.000485	0.003837	0.000818	0.005475	0.007989	0.011712	0.008858	0.015797	0.000819	0.005519
0.526316	32	0.000405	0.003390	0.036638	0.016148	0.038440	0.040456	0.000405	0.003432	0.000679	0.004972	0.026929	0.011667	0.026554	0.015287	0.000680	0.005006
0.552632	32	0.001523	0.003982	0.071500	0.017683	0.082541	0.056331	0.001522	0.004231	0.003055	0.005556	0.032314	0.014361	0.021285	0.009588	0.003055	0.005682
0.578947	32	0.001593	0.003706	0.110719	0.019140	0.124428	0.064178	0.001592	0.004042	0.003209	0.005134	0.050272	0.015135	0.031148	0.008899	0.003208	0.005219
0.605263	32	0.000661	0.004127	0.153390	0.020101	0.155833	0.069294	0.000662	0.004215	0.001142	0.005823	0.033371	0.013844	0.031965	0.007741	0.001143	0.005862
0.631579	32	0.003933	0.004539	0.169292	0.016928	0.194410	0.073074	0.003934	0.005122	0.008972	0.006065	0.064302	0.012643	0.022550	0.006616	0.008973	0.006344
0.657895	32	0.009427	0.004857	0.160600	0.017553	0.237220	0.075492	0.009427	0.006466	0.012696	0.006205	0.094872	0.013087	0.022370	0.007490	0.012698	0.006390
0.684211	32	0.010557	0.005651	0.179503	0.018257	0.258471	0.077006	0.010558	0.007203	0.015099	0.006765	0.108798	0.016404	0.022602	0.007561	0.015101	0.007000
0.710526	32	0.018048	0.006099	0.160130	0.018844	0.295601	0.075334	0.018048	0.008777	0.017141	0.007083	0.123511	0.013680	0.030182	0.009358	0.017140	0.006946
0.736842	32	0.014066	0.005843	0.200291	0.018997	0.320211	0.076481	0.014069	0.008134	0.013150	0.006702	0.119288	0.015989	0.019967	0.009105	0.013155	0.006533
0.763158	32	0.012051	0.006002	0.237290	0.019528	0.337581	0.078698	0.012048	0.007906	0.013891	0.007267	0.137282	0.014259	0.018042	0.010070	0.013891	0.007254
0.789474	32	0.020259	0.007184	0.224300	0.022618	0.363525	0.072895	0.020258	0.010292	0.012823	0.008155	0.099982	0.017202	0.015046	0.009142	0.012826	0.007259
0.815789	32	0.016777	0.008358	0.289529	0.026304	0.382658	0.076159	0.016781	0.010718	0.012133	0.008116	0.082727	0.020668	0.016903	0.009639	0.012141	0.007411
0.842105	32	0.015889	0.007594	0.311068	0.019903	0.404235	0.078088	0.015888	0.009477	0.019666	0.008142	0.140506	0.016698	0.015880	0.013469	0.019667	0.008166
0.868421	32	0.010941	0.008205	0.379323	0.018332	0.418296	0.080260	0.010944	0.009704	0.011470	0.008564	0.062964	0.015707	0.015337	0.010163	0.011478	0.008308
0.894737	32	0.009961	0.009889	0.421311	0.018309	0.441382	0.081902	0.009965	0.011035	0.011209	0.009211	0.042866	0.012953	0.017189	0.009261	0.011213	0.008991
0.921053	32	0.009418	0.009708	0.441697	0.016975	0.452817	0.081866	0.009419	0.010877	0.009285	0.009818	0.021509	0.013165	0.013204	0.007790	0.009287	0.009536
0.947368	32	0.007371	0.011222	0.468695	0.016024	0.470484	0.084729	0.007370	0.011787	0.009775	0.010730	0.015621	0.011746	0.013054	0.008349	0.009776	0.010802
0.973684	32	0.016398	0.009927	0.484742	0.017831	0.487867	0.076115	0.016396	0.011902	0.012031	0.009686	0.028977	0.012539	0.015687	0.009908	0.012031	0.009102
1.000000	32	0.015712	0.010559	0.494779	0.018821	0.496296	0.077643	0.015712	0.012204	0.014511	0.009218	0.023504	0.016810	0.014498	0.010470	0.014517	0.008897
