essentiality	group_size	avg_s	asd_s	avg_p	asd_p	avg_porp	asd_porp	avg_cord	asd_cord	sd_avg_s	sd_asd_s	sd_avg_p	sd_asd_p	sd_avg_porp	sd_asd_porp	sd_avg_cord	sd_asd_cord
0.500000	30	0.000452	0.003685	0.006052	0.010928	0.007768	0.022935	0.000451	0.003734	0.000732	0.005197	0.007895	0.010324	0.008508	0.014532	0.000733	0.005239
0.526316	30	0.000613	0.003523	0.027273	0.018030	0.030732	0.038364	0.000613	0.003684	0.000893	0.004792	0.027021	0.014801	0.025940	0.017764	0.000894	0.004805
0.552632	30	0.000471	0.003412	0.075893	0.021707	0.078256	0.056989	0.000471	0.003517	0.000736	0.004897	0.024066	0.013903	0.022469	0.009582	0.000737	0.004921
0.578947	30	0.000656	0.003796	0.121471	0.019225	0.124840	0.065715	0.000656	0.003926	0.001051	0.005241	0.026920	0.012435	0.027608	0.008038	0.001053	0.005285
0.605263	30	0.000478	0.003961	0.162666	0.020365	0.163076	0.072568	0.000478	0.004000	0.000820	0.005796	0.023377	0.013486	0.023441	0.006509	0.000821	0.005842
0.631579	30	0.007895	0.005277	0.138893	0.018836	0.189334	0.074710	0.007896	0.006492	0.012003	0.006651	0.093301	0.014059	0.024119	0.008298	0.012005	0.007067
0.657895	30	0.012018	0.005723	0.146301	0.017528	0.222765	0.076138	0.012018	0.007620	0.015289	0.006803	0.111968	0.013305	0.026058	0.008927	0.015290	0.007097
0.684211	30	0.006031	0.005496	0.221006	0.019244	0.271124	0.081652	0.006033	0.006629	0.009185	0.006331	0.089205	0.013887	0.018968	0.006668	0.009188	0.006434
0.710526	30	0.011731	0.005503	0.187846	0.018518	0.291623	0.079135	0.011731	0.007724	0.011495	0.006364	0.117923	0.012443	0.016612	0.008216	0.011498	0.006297
0.736842	30	0.008902	0.006322	0.256457	0.016852	0.317524	0.081462	0.008900	0.007939	0.010393	0.007301	0.080348	0.011269	0.014720	0.007686	0.010394	0.007192
0.763158	30	0.012192	0.006682	0.252808	0.020072	0.341142	0.081632	0.012191	0.008560	0.015018	0.007384	0.121238	0.014340	0.019205	0.010257	0.015021	0.007432
0.789474	30	0.022027	0.008367	0.225723	0.023187	0.364487	0.075474	0.022031	0.011538	0.015556	0.008418	0.111564	0.016960	0.018691	0.009809	0.015560	0.007626
0.815789	30	0.015068	0.008501	0.309624	0.021956	0.388732	0.081062	0.015066	0.010431	0.016184	0.008333	0.111623	0.014402	0.016207	0.011377	0.016183	0.008208
0.842105	30	0.011795	0.009899	0.364345	0.018672	0.404187	0.082596	0.011795	0.011365	0.011188	0.009367	0.051502	0.012989	0.015597	0.008956	0.011191	0.009138
0.868421	30	0.011816	0.009063	0.389247	0.021293	0.423977	0.083215	0.011817	0.010592	0.012451	0.008536	0.056693	0.016448	0.015354	0.010151	0.012455	0.008382
0.894737	30	0.018516	0.010546	0.400402	0.022947	0.439865	0.078561	0.018517	0.012774	0.015714	0.008949	0.051846	0.017395	0.016130	0.010932	0.015719	0.008412
0.921053	30	0.024277	0.013777	0.420927	0.023832	0.458162	0.075607	0.024277	0.015998	0.016920	0.010682	0.048322	0.018420	0.013323	0.012076	0.016922	0.010117
0.947368	30	0.024508	0.011834	0.445243	0.024126	0.475044	0.074230	0.024510	0.014626	0.014356	0.009348	0.064610	0.018141	0.022653	0.009620	0.014360	0.008215
0.973684	30	0.023355	0.012446	0.477146	0.021835	0.484701	0.074875	0.023355	0.014932	0.012928	0.009635	0.029032	0.015324	0.014575	0.009418	0.012930	0.008762
1.000000	30	0.020583	0.011603	0.514546	0.019205	0.506609	0.076210	0.020582	0.013958	0.012066	0.008842	0.024335	0.015036	0.013571	0.008200	0.012071	0.007984
