essentiality	group_size	avg_s	asd_s	avg_p	asd_p	avg_porp	asd_porp	avg_cord	asd_cord	sd_avg_s	sd_asd_s	sd_avg_p	sd_asd_p	sd_avg_porp	sd_asd_porp	sd_avg_cord	sd_asd_cord
0.500000	8	0.001175	0.008233	0.003054	0.011772	0.005267	0.029696	0.001175	0.009968	0.000949	0.004740	0.002476	0.005733	0.003229	0.009850	0.000964	0.005420
0.526316	8	0.001709	0.009588	0.004888	0.015315	0.008204	0.037356	0.001709	0.011765	0.001463	0.005248	0.003655	0.007137	0.004217	0.010416	0.001474	0.006095
0.552632	8	0.005507	0.011504	0.024981	0.025884	0.036953	0.072376	0.005506	0.016436	0.006857	0.006196	0.016849	0.010568	0.013992	0.013161	0.006864	0.009518
0.578947	8	0.021137	0.013197	0.051681	0.022036	0.094637	0.104283	0.021133	0.026216	0.023105	0.007096	0.044202	0.011110	0.014025	0.006940	0.023110	0.016631
0.605263	8	0.073738	0.023401	0.012260	0.013948	0.145300	0.115763	0.073757	0.054259	0.022970	0.011406	0.030310	0.009419	0.012327	0.004574	0.023009	0.012449
0.631579	8	0.127183	0.031226	0.001531	0.009624	0.194948	0.120836	0.127199	0.070878	0.018415	0.014510	0.001825	0.005928	0.013827	0.003000	0.018512	0.009607
0.657895	8	0.274293	0.054247	0.017311	0.010721	0.236260	0.112117	0.274271	0.092732	0.225484	0.025849	0.051755	0.009724	0.012513	0.026033	0.225513	0.019377
0.684211	8	0.464653	0.073476	0.052632	0.016035	0.257416	0.095967	0.464629	0.110210	0.258627	0.032509	0.082709	0.012083	0.012191	0.034408	0.258636	0.028540
0.710526	8	0.516158	0.044750	0.118552	0.028380	0.284466	0.087665	0.516154	0.088223	0.319785	0.025233	0.080084	0.016899	0.018365	0.037462	0.319789	0.020277
0.736842	8	0.540528	0.047176	0.193765	0.032880	0.330191	0.084874	0.540517	0.097875	0.223306	0.022475	0.071609	0.013910	0.007993	0.024284	0.223319	0.018716
0.763158	8	0.918601	0.049970	0.323924	0.025658	0.369907	0.033339	0.918588	0.068893	0.056540	0.022229	0.026484	0.009841	0.004829	0.011388	0.056548	0.027198
0.789474	8	0.968277	0.041103	0.344557	0.027612	0.374721	0.022616	0.968271	0.050243	0.032953	0.029764	0.033112	0.009631	0.003030	0.008516	0.032968	0.032231
0.815789	8	0.968709	0.037553	0.338548	0.029001	0.375479	0.022439	0.968711	0.048032	0.025546	0.019112	0.024943	0.009245	0.002891	0.007419	0.025555	0.021915
0.842105	8	0.948424	0.047876	0.351578	0.028368	0.380652	0.029589	0.948426	0.061238	0.041950	0.021115	0.021215	0.010373	0.005546	0.010732	0.041966	0.024386
0.868421	8	0.738560	0.072209	0.370044	0.026138	0.411438	0.061539	0.738565	0.110844	0.057820	0.030802	0.016917	0.010061	0.008829	0.006006	0.057890	0.019826
0.894737	8	0.628736	0.068674	0.432172	0.034722	0.454917	0.069067	0.628734	0.114718	0.088987	0.030676	0.031621	0.012229	0.010435	0.006716	0.089025	0.019689
0.921053	8	0.782038	0.069348	0.466088	0.024638	0.473754	0.054897	0.782035	0.103718	0.086854	0.025687	0.014265	0.008135	0.009054	0.009667	0.086891	0.018924
0.947368	8	0.972412	0.035611	0.493086	0.027262	0.497899	0.020648	0.972399	0.045692	0.021202	0.018242	0.030227	0.008520	0.003195	0.007578	0.021226	0.019982
0.973684	8	0.982763	0.027730	0.493051	0.027324	0.499458	0.017286	0.982763	0.035847	0.014074	0.013811	0.029103	0.010681	0.001731	0.005800	0.014089	0.015494
1.000000	8	0.983034	0.025852	0.487641	0.033467	0.499451	0.016311	0.983029	0.034517	0.012063	0.011957	0.024827	0.010930	0.001702	0.005322	0.012076	0.013545
