essentiality	group_size	avg_s	asd_s	avg_p	asd_p	avg_porp	asd_porp	avg_cord	asd_cord	sd_avg_s	sd_asd_s	sd_avg_p	sd_asd_p	sd_avg_porp	sd_asd_porp	sd_avg_cord	sd_asd_cord
0.500000	40	0.000500	0.003197	0.007808	0.010141	0.010323	0.022129	0.000500	0.003250	0.000949	0.005343	0.011595	0.011565	0.012878	0.016161	0.000950	0.005368
0.526316	40	0.000566	0.003222	0.020538	0.016889	0.023897	0.031631	0.000566	0.003302	0.001024	0.005130	0.024864	0.015031	0.025249	0.018953	0.001025	0.005143
0.552632	40	0.000321	0.002821	0.082143	0.019002	0.082907	0.051186	0.000321	0.002836	0.000602	0.004734	0.027646	0.015456	0.027518	0.010549	0.000602	0.004759
0.578947	40	0.000392	0.003215	0.127731	0.018543	0.128153	0.058824	0.000392	0.003235	0.000737	0.005304	0.025747	0.013182	0.025677	0.007486	0.000739	0.005338
0.605263	40	0.003769	0.003894	0.132698	0.014377	0.163877	0.062397	0.003768	0.004392	0.007151	0.005932	0.073859	0.013168	0.027064	0.007710	0.007151	0.006068
0.631579	40	0.000472	0.003404	0.199255	0.015675	0.199357	0.067156	0.000472	0.003421	0.000908	0.005545	0.019687	0.012460	0.020213	0.005887	0.000908	0.005572
0.657895	40	0.004681	0.004162	0.193342	0.017833	0.246263	0.070514	0.004681	0.004859	0.007587	0.006296	0.102811	0.015628	0.029479	0.007210	0.007587	0.006349
0.684211	40	0.000545	0.003789	0.273549	0.016561	0.273033	0.073865	0.000545	0.003813	0.001015	0.005978	0.020978	0.013315	0.021057	0.005310	0.001016	0.006012
0.710526	40	0.008916	0.004645	0.192592	0.016816	0.294205	0.069172	0.008918	0.006059	0.009031	0.006243	0.114207	0.014448	0.022149	0.007589	0.009034	0.006042
0.736842	40	0.010945	0.005058	0.214780	0.022069	0.318597	0.069904	0.010947	0.006624	0.010340	0.006459	0.099252	0.017384	0.028754	0.008532	0.010345	0.006193
0.763158	40	0.002703	0.004607	0.322298	0.014401	0.340931	0.075405	0.002703	0.004932	0.006377	0.006484	0.065475	0.012045	0.028678	0.006558	0.006377	0.006545
0.789474	40	0.006306	0.005226	0.309096	0.016187	0.357730	0.073962	0.006305	0.006037	0.010718	0.007229	0.097023	0.014265	0.025279	0.009345	0.010716	0.007210
0.815789	40	0.003853	0.005319	0.360463	0.016376	0.384566	0.076791	0.003851	0.005727	0.009081	0.007162	0.080385	0.014052	0.020647	0.008351	0.009079	0.007211
0.842105	40	0.002461	0.005580	0.395128	0.014056	0.402187	0.077406	0.002461	0.005870	0.004107	0.007341	0.034926	0.010936	0.019238	0.005414	0.004109	0.007350
0.868421	40	0.001835	0.006016	0.418345	0.014676	0.419598	0.078853	0.001835	0.006158	0.003028	0.007665	0.023214	0.011954	0.020189	0.004581	0.003030	0.007690
0.894737	40	0.001437	0.006020	0.445819	0.013016	0.444094	0.079388	0.001437	0.006086	0.002283	0.007600	0.015391	0.011068	0.015733	0.004191	0.002284	0.007658
0.921053	40	0.001850	0.006161	0.456406	0.012597	0.455202	0.078948	0.001850	0.006271	0.003195	0.007994	0.014709	0.009978	0.014711	0.004737	0.003196	0.008050
0.947368	40	0.003060	0.005612	0.474371	0.013570	0.475032	0.077795	0.003060	0.005908	0.005538	0.007074	0.017368	0.011275	0.013481	0.006551	0.005538	0.007130
0.973684	40	0.002932	0.006347	0.492636	0.013139	0.490829	0.078135	0.002931	0.006574	0.004992	0.007479	0.016722	0.010417	0.016008	0.006299	0.004992	0.007536
1.000000	40	0.004744	0.006767	0.509691	0.012554	0.505162	0.075842	0.004744	0.007248	0.006334	0.007885	0.015968	0.010113	0.014064	0.007172	0.006336	0.007871
