essentiality	group_size	avg_s	asd_s	avg_p	asd_p	avg_porp	asd_porp	avg_cord	asd_cord	sd_avg_s	sd_asd_s	sd_avg_p	sd_asd_p	sd_avg_porp	sd_asd_porp	sd_avg_cord	sd_asd_cord
0.500000	18	0.000643	0.005088	0.004098	0.012107	0.006207	0.026245	0.000643	0.005294	0.000823	0.005198	0.003990	0.008367	0.004787	0.012131	0.000827	0.005345
0.526316	18	0.001092	0.005764	0.014293	0.018607	0.018726	0.039677	0.001092	0.006185	0.001435	0.005564	0.017259	0.012608	0.016942	0.017248	0.001439	0.005717
0.552632	18	0.000909	0.004587	0.069470	0.023186	0.073796	0.068488	0.000909	0.004965	0.001569	0.004629	0.017959	0.012025	0.016433	0.008292	0.001571	0.004855
0.578947	18	0.000619	0.004771	0.109095	0.022561	0.111060	0.079529	0.000619	0.004989	0.000802	0.004841	0.016643	0.011036	0.016062	0.006755	0.000805	0.004999
0.605263	18	0.015907	0.007938	0.097676	0.019717	0.160388	0.087036	0.015909	0.011504	0.020215	0.007466	0.080784	0.013760	0.017318	0.007535	0.020220	0.009609
0.631579	18	0.017155	0.007908	0.121356	0.017919	0.197283	0.092969	0.017162	0.011735	0.023299	0.007466	0.096884	0.011281	0.011417	0.007547	0.023311	0.009805
0.657895	18	0.026446	0.008956	0.127437	0.017207	0.227534	0.094411	0.026445	0.014453	0.030205	0.008328	0.105016	0.012106	0.020489	0.009610	0.030209	0.010608
0.684211	18	0.049722	0.012516	0.080780	0.016731	0.254990	0.091412	0.049716	0.021168	0.035822	0.010715	0.104379	0.012560	0.019440	0.010159	0.035825	0.011584
0.710526	18	0.023750	0.008930	0.185985	0.023156	0.301197	0.098775	0.023753	0.015164	0.018193	0.007700	0.093626	0.011414	0.014450	0.008645	0.018207	0.007982
0.736842	18	0.034757	0.011987	0.163630	0.027320	0.320326	0.094969	0.034752	0.020015	0.013585	0.009776	0.070525	0.012286	0.015201	0.006457	0.013597	0.007779
0.763158	18	0.050072	0.014440	0.130711	0.025781	0.349432	0.090056	0.050071	0.023758	0.018674	0.011333	0.088638	0.013670	0.014975	0.007257	0.018693	0.009036
0.789474	18	0.054248	0.015995	0.171049	0.029929	0.373766	0.088143	0.054247	0.025453	0.011217	0.011573	0.063664	0.019091	0.017580	0.005032	0.011241	0.008738
0.815789	18	0.073223	0.018365	0.115531	0.029956	0.388298	0.081685	0.073216	0.029177	0.014329	0.013081	0.061820	0.017264	0.014375	0.004698	0.014356	0.009838
0.842105	18	0.084813	0.017076	0.152706	0.032686	0.412118	0.078453	0.084810	0.029170	0.025127	0.010500	0.090649	0.017579	0.009946	0.006910	0.025147	0.007422
0.868421	18	0.091722	0.020203	0.211297	0.048663	0.425575	0.076664	0.091720	0.031941	0.022647	0.011919	0.096175	0.032715	0.013848	0.006148	0.022667	0.008643
0.894737	18	0.105365	0.022601	0.290933	0.046742	0.440809	0.073312	0.105369	0.034696	0.022783	0.013212	0.100713	0.028234	0.015047	0.005052	0.022818	0.009575
0.921053	18	0.101028	0.022730	0.374449	0.036763	0.455425	0.073655	0.101014	0.034249	0.022346	0.011978	0.051269	0.021208	0.009412	0.005761	0.022376	0.008820
0.947368	18	0.107590	0.026517	0.423810	0.033560	0.462996	0.072520	0.107601	0.037671	0.023796	0.015206	0.044316	0.018506	0.007957	0.005119	0.023818	0.011766
0.973684	18	0.094184	0.021513	0.448050	0.035361	0.472306	0.076002	0.094180	0.032940	0.023159	0.012823	0.043309	0.019558	0.011782	0.005924	0.023178	0.009727
1.000000	18	0.080326	0.023077	0.522284	0.029416	0.513134	0.079732	0.080336	0.032951	0.020040	0.014759	0.025928	0.016548	0.015075	0.005907	0.020071	0.011795
